1.0000000000000000e-02	4.9999791666925919e-01	5.0000000000000011e-01	4.1666614818414152e-06
1.0000000000000000e-03	4.9999997916660988e-01	5.0000000000000011e-01	4.1666780470350766e-08
1.0000000000000000e-04	4.9999999979233323e-01	5.0000000000000011e-01	4.1533376737845618e-10
1.0000000000000001e-05	5.0000000000327560e-01	5.0000000000000011e-01	6.5509819791031971e-12
1.0000000000000002e-06	5.0000000006988887e-01	5.0000000000000011e-01	1.3977752288951703e-10
1.0000000000000002e-07	4.9999999918171045e-01	5.0000000000000011e-01	1.6365793165107330e-09
1.0000000000000002e-08	4.9999999696126440e-01	5.0000000000000011e-01	6.0774714150113579e-09
1.0000000000000003e-09	5.0000004137018539e-01	5.0000000000000011e-01	8.2740370555001150e-08
1.0000000000000003e-10	5.0000004137018539e-01	5.0000000000000011e-01	8.2740370555001150e-08
1.0000000000000003e-11	5.0000004137018539e-01	5.0000000000000011e-01	8.2740370555001150e-08
1.0000000000000002e-12	5.0004445029117039e-01	5.0000000000000011e-01	8.8900582340567511e-05
1.0000000000000002e-13	4.9960036108132039e-01	5.0000000000000011e-01	7.9927783735944647e-04
1.0000000000000002e-14	5.1070259132757190e-01	5.0000000000000011e-01	2.1405182655143570e-02
1.0000000000000001e-15	4.4408920985006256e-01	5.0000000000000011e-01	1.1182158029987507e-01
1.0000000000000001e-16	0.0000000000000000e+00	5.0000000000000011e-01	1.0000000000000000e+00
1.0000000000000001e-17	0.0000000000000000e+00	5.0000000000000011e-01	1.0000000000000000e+00
1.0000000000000001e-18	0.0000000000000000e+00	5.0000000000000011e-01	1.0000000000000000e+00
1.0000000000000001e-19	0.0000000000000000e+00	5.0000000000000011e-01	1.0000000000000000e+00
1.0000000000000001e-20	0.0000000000000000e+00	5.0000000000000011e-01	1.0000000000000000e+00
1.0000000000000001e-21	0.0000000000000000e+00	5.0000000000000011e-01	1.0000000000000000e+00
