-1.5607963267948965e+00	9.9997916682470489e-03	9.9998333341667356e-03	4.1666614126780478e-06
-1.5507963267948965e+00	1.9998583365654632e-02	1.9998666693333160e-02	4.1666616982954892e-06
-1.5407963267948965e+00	2.9995375221403275e-02	2.9995500202495747e-02	4.1666613868104553e-06
-1.5307963267948965e+00	3.9989167564613570e-02	3.9989334186634258e-02	4.1666615380528264e-06
-1.5207963267948965e+00	4.9978961024388369e-02	4.9979169270678435e-02	4.1666616933636161e-06
-1.5107963267948965e+00	5.9963756629721754e-02	5.9964006479444713e-02	4.1666615963208809e-06
-1.5007963267948965e+00	6.9942555909363602e-02	6.9942847337532893e-02	4.1666615012795999e-06
-1.4907963267948965e+00	7.9914360991695244e-02	7.9914693969172820e-02	4.1666614866249050e-06
-1.4807963267948965e+00	8.9878174704516312e-02	8.9878549198011193e-02	4.1666615474203162e-06
-1.4707963267948965e+00	9.9833000674776073e-02	9.9833416646828307e-02	4.1666614867597738e-06
-1.4607963267948965e+00	1.0977784342816044e-01	1.0977830083717496e-01	4.1666614534724175e-06
-1.4507963267948965e+00	1.1971170848867896e-01	1.1971220728891953e-01	4.1666614613994871e-06
-1.4407963267948964e+00	1.2963360247810751e-01	1.2963414261969503e-01	4.1666614720275678e-06
-1.4307963267948964e+00	1.3954253321531995e-01	1.3954311464423666e-01	4.1666614521938289e-06
-1.4207963267948964e+00	1.4943750981548654e-01	1.4943813247359941e-01	4.1666614977635086e-06
-1.4107963267948964e+00	1.5931754278920573e-01	1.5931820661424617e-01	4.1666615168724685e-06
-1.4007963267948964e+00	1.6918164414142511e-01	1.6918234906699622e-01	4.1666614454612222e-06
-1.3907963267948964e+00	1.7902882747019566e-01	1.7902957342582440e-01	4.1666614876246258e-06
-1.3807963267948964e+00	1.8885810806541503e-01	1.8885889497650080e-01	4.1666614954139213e-06
-1.3707963267948964e+00	1.9866850300721550e-01	1.9866933079506144e-01	4.1666614702099554e-06
-1.3607963267948964e+00	2.0845903126426313e-01	2.0845989984609981e-01	4.1666614889405652e-06
-1.3507963267948964e+00	2.1822871379191255e-01	2.1822962308086957e-01	4.1666614466973872e-06
-1.3407963267948964e+00	2.2797657363002877e-01	2.2797752353518866e-01	4.1666614548734396e-06
-1.3307963267948963e+00	2.3770163600075334e-01	2.3770262642713486e-01	4.1666614980516327e-06
-1.3207963267948963e+00	2.4740292840597089e-01	2.4740395925452321e-01	4.1666615014200422e-06
-1.3107963267948963e+00	2.5707948072452025e-01	2.5708055189215540e-01	4.1666614890281281e-06
-1.3007963267948963e+00	2.6673032530922791e-01	2.6673143668883142e-01	4.1666614828379156e-06
-1.2907963267948963e+00	2.7635449708368620e-01	2.7635564856411404e-01	4.1666614517345312e-06
-1.2807963267948963e+00	2.8595103363872054e-01	2.8595222510483581e-01	4.1666614583333829e-06
-1.2707963267948963e+00	2.9551897532867910e-01	2.9552020666133988e-01	4.1666614770248902e-06
-1.2607963267948963e+00	3.0505736536736716e-01	3.0505863644344383e-01	4.1666615031419543e-06
-1.2507963267948963e+00	3.1456524992374835e-01	3.1456656061611810e-01	4.1666614759753165e-06
-1.2407963267948963e+00	3.2404167821726837e-01	3.2404302839486870e-01	4.1666614678378981e-06
-1.2307963267948963e+00	3.3348570261299004e-01	3.3348709214081473e-01	4.1666614913671765e-06
-1.2207963267948962e+00	3.4289637871636192e-01	3.4289780745545168e-01	4.1666614912520156e-06
-1.2107963267948962e+00	3.5227276546760944e-01	3.5227423327509033e-01	4.1666614876896034e-06
-1.2007963267948962e+00	3.6161392523587077e-01	3.6161543196496232e-01	4.1666614816796692e-06
-1.1907963267948962e+00	3.7091892391294401e-01	3.7092046941298307e-01	4.1666614989011051e-06
-1.1807963267948962e+00	3.8018683100673467e-01	3.8018841512316182e-01	4.1666614871246096e-06
-1.1707963267948962e+00	3.8941671973424796e-01	3.8941834230865086e-01	4.1666614707300980e-06
-1.1607963267948962e+00	3.9860766711428131e-01	3.9860932798442328e-01	4.1666615038116152e-06
-1.1507963267948962e+00	4.0775875405979489e-01	4.0776045305957059e-01	4.1666614870395065e-06
-1.1407963267948962e+00	4.1686906546970492e-01	4.1687080242921115e-01	4.1666614598694695e-06
-1.1307963267948962e+00	4.2593769032044371e-01	4.2593946506600000e-01	4.1666614668314696e-06
-1.1207963267948962e+00	4.3496372175708675e-01	4.3496553411123062e-01	4.1666614978449296e-06
-1.1107963267948961e+00	4.4394625718404690e-01	4.4394810696552017e-01	4.1666614729294453e-06
